iot_signal	name	2
iot_signal	address	0
iot_signal	message	0
iot_signal	encode	0
iot_signal	field_name	0
iot_signal	direct	0
oauth2_app	client_id	0
oauth2_app	client_secret	0
oauth2_app	contract_scope	0
oauth2_app	allow_url	0
oauth2_app	client_name	0
oauth2_client_user	type	0
oauth2_client_user	user_type	0
oauth2_client_user	openid	0
oauth2_client_user	nickname	0
oauth2_client_user	avatar_url	0
oauth2_user	login_id	0
oauth2_user	client_id	0
oauth2_user	openid	0
qrtz_job_task	name	0
qrtz_job_task	cron	0
qrtz_job_task	status	0
qrtz_job_task	remark	0
qrtz_job_task	params	0
qrtz_job_task	method	0
qrtz_job_task	job_name	0
sys_access_log	url	0
sys_access_log	ip	0
sys_access_log	msn	0
sys_access_log	title	447
sys_access_log	type	0
sys_access_log	params	0
sys_access_log	method	0
sys_access_log	user_name	448
sys_access_log	err_msg	447
sys_admin	account	0
sys_admin	name	2
sys_admin	email	0
sys_admin	phone	0
sys_admin	avatar	0
sys_admin	password	0
sys_admin	login_ip	0
sys_admin	remark	1
sys_admin	create_by	0
sys_admin	update_by	0
sys_captcha	code	0
sys_captcha	captcha	0
sys_config	name	3
sys_config	label	0
sys_config	value	1
sys_config	remark	3
sys_dict_data	label	20
sys_dict_data	value	0
sys_dict_data	type	0
sys_dict_data	remark	7
sys_dict_data	create_by	0
sys_dict_data	update_by	0
sys_dict_type	type	0
sys_dict_type	name	6
sys_dict_type	remark	5
sys_dict_type	create_by	0
sys_dict_type	update_by	0
sys_menu	name	0
sys_menu	url	0
sys_menu	msn	0
sys_menu	perms	0
sys_menu	icon	0
sys_menu	remark	0
sys_menu	target	0
sys_menu_bak_charsetfix_20260603	name	173
sys_menu_bak_charsetfix_20260603	url	0
sys_menu_bak_charsetfix_20260603	msn	0
sys_menu_bak_charsetfix_20260603	perms	0
sys_menu_bak_charsetfix_20260603	icon	0
sys_menu_bak_charsetfix_20260603	remark	1
sys_menu_bak_charsetfix_20260603	target	0
sys_message_source	type	0
sys_message_source	name	2
sys_message_source	channel	0
sys_message_template	type	0
sys_message_template	template_id	0
sys_message_template	template_name	0
sys_message_template	template_title	0
sys_message_template	content	0
sys_message_template	remark	0
sys_notify	title	0
sys_notify	content	0
sys_notify	type	0
sys_online_user	session_id	0
sys_online_user	account	0
sys_online_user	user_nick	941
sys_online_user	access_ip	0
sys_online_user	browse	0
sys_online_user	os	0
sys_online_user	location	0
sys_org	name	4
sys_org	leader	0
sys_org	phone	0
sys_org	path	0
sys_org	create_by	0
sys_org	update_by	0
sys_post	name	2
sys_post	remark	1
sys_region	code	0
sys_region	name	2458
sys_region	first_letter	0
sys_role	name	3
sys_role	scope	0
sys_role	remark	0
sys_role	create_by	0
sys_role	update_by	0
vip_user	email	0
vip_user	phone	0
vip_user	identity	0
vip_user	account	0
vip_user	password	0
vip_user	nick_name	0
vip_user	real_name	0
vip_user	wechat_id	0
